filename,type,start_time,end_time,local,state,region,info
7aZqQtmVLBwhX1KWkHzbDn,music,0.0,2.72,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,2.72,8.8,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,music,8.8,16.32,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,16.32,39.0,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,music,39.0,44.480000000000004,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,44.480000000000004,47.04,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,47.04,47.5,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,47.5,49.6,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,49.6,50.0,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,50.0,66.02,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,66.02,66.4,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,66.4,68.26,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,68.26,68.72,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,68.72,74.02,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,74.02,75.26,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,75.26,76.28,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,76.28,76.7,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,76.7,78.8,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,78.8,79.2,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,79.2,80.44,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,80.44,80.9,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,80.9,87.34,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,87.34,87.78,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,87.78,100.22,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,100.22,101.48,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,101.48,124.04,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,124.04,124.44,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,124.44,130.42000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,130.42000000000002,131.18,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,131.18,139.8,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,139.8,140.58,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,140.58,144.82,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,144.82,145.56,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,145.56,147.16,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,147.16,147.88,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,147.88,155.0,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,155.0,155.64000000000001,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,155.64000000000001,158.88,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,158.88,159.42000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,159.42000000000002,162.3,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,162.3,162.9,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,162.9,164.28,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,164.28,164.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,164.74,178.28,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,178.28,178.9,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,178.9,182.32,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,182.32,182.98,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,182.98,184.12,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,184.12,184.6,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,184.6,188.26,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,188.26,189.20000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,189.20000000000002,194.68,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,194.68,195.06,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,195.06,211.52,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,211.52,212.16,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,212.16,215.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,215.74,216.32,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,216.32,217.48000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,217.48000000000002,218.08,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,218.08,224.8,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,224.8,225.28,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,225.28,243.82,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,243.82,244.38,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,244.38,246.42000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,246.42000000000002,247.14000000000001,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,247.14000000000001,248.26000000000002,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,248.26000000000002,248.68,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,248.68,264.72,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,264.72,265.36,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,265.36,281.0,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,281.0,281.68,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,281.68,291.76,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,291.76,292.48,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,292.48,302.06,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,302.06,302.6,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,302.6,305.56,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,305.56,306.66,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,306.66,309.56,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,309.56,310.12,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,310.12,350.34000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,350.34000000000003,350.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,350.74,352.18,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,352.18,352.72,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,352.72,354.62,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,354.62,355.40000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,355.40000000000003,362.32,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,362.32,362.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,362.74,372.34000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,372.34000000000003,372.88,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,372.88,374.52,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,374.52,375.64,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,375.64,378.6,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,378.6,379.02,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,379.02,379.90000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,379.90000000000003,380.34000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,380.34000000000003,390.14,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,390.14,390.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,390.74,392.18,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,392.18,392.74,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,392.74,395.02,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,395.02,395.5,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,395.5,397.22,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,397.22,397.7,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,397.7,404.40000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,404.40000000000003,405.0,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,405.0,412.8,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,412.8,413.24,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,413.24,428.7,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,428.7,429.28000000000003,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,male,429.28000000000003,433.04,rio_de_janeiro,RJ,sudeste,Capital
7aZqQtmVLBwhX1KWkHzbDn,noEnergy,433.04,434.68,rio_de_janeiro,RJ,sudeste,Capital
